#sample: fastq file name.
#cell: cell identifier.
#score: binary score for Strand-seq library quality; 1=high; 0=low.
#comment: annotation of how library performed (as assessed by ADS).
#reads:  Filtered reads used for counting.
sample	cell	score	comments	reads
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20358	0	2x_BrdU	323713
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20359	1	unstable	291072
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20360	1	pass	203182
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20362	1	pass	382590
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20363	1	pass	437567
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20364	1	pass	269994
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20365	0	2x_BrdU	469711
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20366	1	pass	371329
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20367	1	pass	332954
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20368	1	pass	319433
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20369	0	2x_BrdU	271872
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20370	1	pass	370606
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20371	1	pass	413496
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20372	1	pass	164539
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20373	1	pass	364211
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20374	1	pass	426605
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20375	1	pass	337204
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20377	1	pass	423289
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20378	1	pass	222450
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20379	1	pass	443864
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20380	1	pass	502717
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20381	0	low_Q	346943
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20382	1	pass	285090
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20383	1	pass	404655
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20384	1	pass	406464
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20386	1	pass	192825
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20387	1	pass	607764
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20388	1	pass	358986
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20389	1	pass	371935
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20390	1	pass	323348
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20391	1	pass	288330
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20392	1	pass	328707
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20393	1	pass	351930
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20395	1	pass	290099
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20396	1	pass	628748
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20401	1	pass	345125
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20404	1	unstable	334783
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20405	1	pass	386901
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20406	0	low_Q	44572
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20407	0	low_Q	47614
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20408	1	low_Q	62087
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20409	1	pass	340272
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20410	1	pass	350506
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20411	1	just_OK	218944
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20412	0	low_Q	47750
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20413	1	pass	470438
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20414	1	pass	375998
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20415	1	pass	280117
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20416	1	pass	643488
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20417	1	pass	368573
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20418	1	pass	452501
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20419	1	unstable	284358
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20420	1	pass	313417
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20421	1	pass	426110
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20423	0	2x_BrdU	375561
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20425	0	2x_BrdU	305229
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20426	1	pass	299261
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20427	0	2x_BrdU	379239
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20428	0	2x_BrdU	424765
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20429	1	pass	441642
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20430	0	2x_BrdU	413077
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20431	1	pass	700450
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20433	0	2x_BrdU	276257
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20434	1	pass	280918
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20435	1	pass	330569
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20436	1	pass	341190
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20437	1	pass	351063
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20441	1	pass	436840
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20442	1	pass	407576
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20443	1	pass	445854
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20444	1	2x_BrdU	402055
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20445	1	pass	338943
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20446	0	low_Q	21969
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20447	1	pass	552309
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20449	0	2x_BrdU	181969
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20450	1	pass	294774
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20451	0	low_Q	34836
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20452	1	2x_BrdU	231311
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20453	1	pass	446351
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20454	1	pass	298384
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20455	1	pass	373528
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20457	1	pass	361280
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20458	1	pass	365490
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20459	0	low_cov	52774
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20460	0	2x_BrdU	437417
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20462	0	2x_BrdU	323358
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20463	1	pass	352728
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20464	1	pass	645466
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20465	0	low_Q	100065
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20466	0	2x_BrdU	309135
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20467	0	low_Q	40220
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20468	1	bg	399193
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20469	1	pass	473102
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20470	1	pass	377839
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20473	0	2x_BrdU	369005
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20474	0	2x_BrdU	347845
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20475	0	low_Q	49615
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20476	0	2x_BrdU	390038
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20477	1	pass	352317
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20478	1	pass	317181
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20481	1	pass	384473
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20482	0	low_Q	30911
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20483	0	low_cov	50592
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20484	0	low_Q	31893
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20485	1	pass	356185
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20486	1	pass	248721
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20489	0	2x_BrdU	436318
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20491	1	pass	148992
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20492	1	pass	215355
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20493	1	low_cov	151844
HTV2WAFXY_HG00171Ax02_19s003956-1-1	HG00171Ax02PE20494	1	pass	305196
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20302	1	pass	516662
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20304	1	unstable	290686
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20305	1	incompl_BrdU	388123
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20306	1	pass	562618
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20309	0	low_Q	102949
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20310	1	pass	401955
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20311	1	pass	478519
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20312	0	2x_BrdU	625324
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20313	0	2x_BrdU	508203
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20315	1	pass	351648
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20317	1	pass	306077
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20319	1	unstable	277848
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20320	1	pass	437140
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20321	0	low_cov	25373
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20322	1	incompl_BrdU	701299
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20323	1	pass	415675
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20325	1	unstable	307240
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20328	1	unstable	597071
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20329	1	pass	463908
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20330	1	unstable	415893
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20331	1	pass	391724
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20334	0	2x_BrdU	433392
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20335	1	pass	272802
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20336	1	pass	456998
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20338	1	pass	1252550
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20339	1	2x_BrdU	339298
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20341	0	2x_BrdU	339528
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20342	1	unstable	438363
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20343	1	pass	367028
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20344	1	unstable	473482
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20345	0	2x_BrdU	525294
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20346	0	2x_BrdU	468959
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20347	1	pass	845404
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20349	0	2x_BrdU	300874
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20350	1	unstable	587856
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20351	0	2x_BrdU	276744
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20352	1	pass	620972
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20353	1	pass	381136
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20354	1	pass	906286
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20356	1	unstable	871725
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20357	1	pass	495514
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20358	0	2x_BrdU	433735
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20359	1	pass	577374
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20360	1	unstable	382206
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20361	1	pass	436055
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20362	1	bg	1306108
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20363	0	low_cov	30882
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20364	0	2x_BrdU	193368
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20366	0	2x_BrdU	236785
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20367	1	pass	351632
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20368	0	2x_BrdU	367439
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20370	1	pass	690589
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20371	1	bg	925318
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20377	1	pass	398443
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20378	1	bg	950158
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20381	0	low_cov	8584
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20385	1	incompl_BrdU	571302
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20387	1	bg	1005942
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20391	0	low_cov	11223
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20392	0	low_cov	7886
HWV7FAFXY_HG00864x02_19s004812-1-1	HG00864x02PE20394	1	bg	183717
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20301	1	pass	345000
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20302	1	pass	89706
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20303	0	low_Q	49845
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20305	1	bg	238783
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20306	1	2x_BrdU	204254
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20308	1	pass	250651
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20309	0	2x_BrdU	269184
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20310	1	pass	117603
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20313	1	pass	252673
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20314	1	pass	136071
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20316	1	low_Q	100318
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20317	1	pass	250101
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20318	1	pass	265045
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20319	1	pass	245362
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20320	1	pass	268920
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20321	1	pass	170191
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20324	1	bg	129347
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20326	0	low_Q	47820
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20329	1	2x_BrdU	246135
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20330	1	pass	177979
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20333	1	pass	243710
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20334	1	pass	209135
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20335	1	pass	224002
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20336	0	2x_BrdU	236945
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20337	1	pass	417742
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20338	1	pass	330490
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20340	1	pass	301025
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20341	1	pass	82210
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20343	1	pass	556274
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20345	1	bg	128052
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20346	1	pass	275331
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20348	1	pass	229030
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20349	1	pass	125585
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20350	0	low_Q	55943
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20351	0	2x_BrdU	197764
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20353	1	pass	247342
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20354	1	pass	250688
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20355	1	pass	191771
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20356	1	pass	113809
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20357	1	pass	338758
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20358	1	pass	220186
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20359	1	pass	445258
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20361	1	pass	152986
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20362	0	2x_BrdU	249155
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20363	1	pass	158818
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20364	1	pass	331852
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20365	1	pass	272345
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20366	1	pass	170816
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20367	0	2x_BrdU	337668
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20369	1	pass	417508
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20371	0	low_Q	25685
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20372	1	pass	372689
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20375	0	low_Q	66028
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20376	1	pass	394923
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20378	1	pass	397933
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20379	1	2x_BrdU	172969
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20381	1	pass	110764
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20382	1	pass	256877
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20384	0	2x_BrdU	290743
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20385	0	low_Q	39647
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20386	1	pass	126421
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20389	0	low_Q	27840
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20390	0	2x_BrdU	130058
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20391	1	pass	143645
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20392	1	pass	266716
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20395	1	pass	376511
HTN7CAFXY_HG01114x02_19s003809-1-1	HG01114x02PE20396	1	bg	219974
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20401	1	pass	335383
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20402	1	pass	492240
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20404	0	low_Q	77870
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20405	1	pass	382276
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20406	1	pass	252660
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20407	1	just_OK	130978
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20408	1	pass	305480
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20409	1	pass	455845
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20411	1	pass	147071
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20412	1	pass	242004
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20413	1	pass	292108
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20414	1	pass	345733
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20415	1	pass	278688
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20419	1	pass	146200
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20421	1	pass	256083
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20422	1	pass	375141
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20423	0	low_cov	26254
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20425	1	pass	295936
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20426	1	pass	209135
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20428	1	pass	337467
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20429	1	pass	260790
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20430	1	pass	307406
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20431	1	pass	285155
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20433	1	pass	184860
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20434	1	pass	257344
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20435	1	pass	83521
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20436	1	pass	348472
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20438	1	pass	370113
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20439	0	2x_BrdU	279096
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20442	1	pass	312512
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20443	1	pass	292096
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20444	1	pass	303971
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20445	1	pass	335534
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20446	1	just_OK	129885
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20447	1	pass	345123
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20448	0	2x_BrdU	284556
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20449	1	pass	275744
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20450	1	pass	205323
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20451	0	low_cov	41987
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20452	1	low_cov	50596
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20453	1	pass	247097
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20454	1	pass	191783
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20455	1	pass	232712
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20456	1	pass	879931
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20457	1	pass	357493
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20458	1	pass	460314
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20459	0	low_cov	44783
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20460	1	pass	145822
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20461	1	pass	330949
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20462	1	pass	407894
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20463	0	low_cov	45339
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20464	1	pass	399799
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20465	1	pass	365102
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20466	1	pass	333605
HVVTKAFXY_HG01505x02_19s004692-1-1	HG01505x02PE20469	1	pass	259953
